id_del_proceso,entidad,objeto,valor_base,ciudad,estado,coincidio_por,url,fecha_deteccion
"CO1.REQ.10837571","EMPRESAS PUBLICAS DE MEDELLIN E.S.P.","calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y matenimiento de instrumentos y equipos de laboratorio  calibracion y ma","17704949","Medellín","Publicado","UNSPSC: V1.8110","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10692209","2026-08-14T02:08:35.610Z"
"gmas","CO1.REQ.10862172","MUNICIPIO DE YUMBO VALLE","PRESTAR POR SUS PROPIOS MEDIOS Y AUTONOMÍA ADMINISTRATIVA LOS SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARIA DE EDUCACIÓN MUNICIPAL DE YUMBO  EN EL MARCO DEL PROYECTO DE INVERSIÓN DENOMINADO FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL PARA TRANSFORMAR LA EDUCACIÓN EN EL MUNICIPIO DE YUMBO CON BPIN 20247689200044","8000000","No Definido","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10717582","2026-08-16T13:55:57.928Z"
"gmas","CO1.REQ.10863968","CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA","BRINDAR SERVICIOS DE APOYO A LA GESTIÓN EN LOS DIFERENTES PROCESOS DE INVENTARIOS Y CLASIFICACIÓN DE ARCHIVO EN LA COORDINACIÓN DE RECURSOS FÍSICOS PARA LA SOSTENIBILIDAD  ASI COMO EN LA RECEPCIÓN Y TRAMITE DE SOLICITUDES QUE SE ALLEGUEN A LA COORDINACIÓN. (SAFII-RF26-APOYO-06)","8800000","No Definido","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-17T14:05:14.201Z"
"gmas","CO1.REQ.10865292","E.S.E CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS","PRESTACION DE SERVICIOS PROFESIONALES COMO APOYO ADMINISTRATIVO PARA EL MANEJO DEL PROCESO DE ACTIVOS FIJOS  Y LAS HERRAMEINTAS DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN QUE SE GENERE POR PARTE DE LA E.S.E. CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS DE UNE CUNDINAMARCA","1600000","Une","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10720528","2026-08-18T14:19:42.989Z"
"gmas","CO1.REQ.10860403","SANTIAGO DE CALI DISTRITO ESPECIAL -DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO E INNOVACION INSTITUCIONAL","Prestar los servicios profesionales con el fin de brindar soporte a las actividades adelantadas en la Subdirección de Gestión Estrategica del Talento Humano del Departamento Administrativo de Desarrollo e Innovación Institucional","14415000","Cali","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10721574","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10866872","ALCALDIA MUNICIPIO DE DOSQUEBRADAS","PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA SECRETARIA DE GOBIERNO PARA EL FORTALECIEMIENDO DE LA SEGURIDAD  CONVIVENCIA CIUDADANA DEL MUNICIPIO DE DOSQUEBRADAS","11340000","Dosquebradas","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10721680","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10822257","DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA","PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS  RENTAS Y GESTIÓN TRIBUTARIA DEL DEPARTAMENTO DEL VALLE DEL CAUCA EN CUMPLIMIENTO DEL PROYECTO DE INVERSIÓN: FORTALECIMIENTO DEL SERVICIO Y CONTROL DE LA GESTIÓN TRIBUTARIA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA","5000000","Cali","Borrador","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10867066","FINANCIERA DE DESARROLLO TERRITORIAL S.A.","PRESTAR SERVICIOS PROFESIONALES PARA REALIZAR EL SEGUIMIENTO  CONTROL  EJECUCIÓN Y LIQUIDACIÓN DE LOS PROYECTOS Y OBRAS DE INFRAESTRUCTURA EDUCATIVA PARA LA EDUCACIÓN SUPERIOR GESTIONADOS Y DESARROLLADOS POR LA OFICINA DE INFRAESTRUCTURA DEL MINISTERIO DE EDUCACIÓN NACIONAL","134400000","Bogotá","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10721953","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10822325","DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA","PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS  RENTAS Y GESTIÓN TRIBUTARIA DEL DEPARTAMENTO DEL VALLE DEL CAUCA EN CUMPLIMIENTO DEL PROYECTO DE INVERSIÓN: FORTALECIMIENTO DEL SERVICIO Y CONTROL DE LA GESTIÓN TRIBUTARIA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA","5000000","Cali","Borrador","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10822060","DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA","PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS  RENTAS Y GESTIÓN TRIBUTARIA DEL DEPARTAMENTO DEL VALLE DEL CAUCA EN CUMPLIMIENTO DEL PROYECTO DE INVERSIÓN FORTALECIMIENTO DEL SERVICIO Y CONTROL DE LA GESTIÓN TRIBUTARIA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA","5000000","Cali","Borrador","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-19T14:20:33.859Z"
"gmas","CO1.REQ.10901480","GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA","PRESTAR LOS SERVICIOS COMO PROFESIONAL  EN LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA  PARA EL DESARROLLO DEL PROYECTO DE INVERSIÓN DENOMINADO:  IMPLEMENTACIÓN DE RUTA INTEGRAL PARA LA PROTECCIÓN DE LOS DERECHOS HUMANOS DE PERSONAS MIGRANTES  REFUGIADAS Y RETORNADAS EN EL VALLE DEL CAUCA .","34000000","No Definido","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756287","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10901730","GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA","PRESTAR LOS SERVICIOS COMO PROFESIONAL  EN LA SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA  PARA EL DESARROLLO DEL PROYECTO DE INVERSIÓN DENOMINADO:  FORTALECIMIENTO DEL SISTEMA DE RESPONSABILIDAD PENAL PARA ADOLESCENTES Y DE LA PREVENCIÓN DEL TRABAJO INFANTIL PARA LA PROTECCIÓN DE NIÑOS  NIÑAS Y ADOLESCENTES EN EL VALLE DEL CAUCA .","8000000","No Definido","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756612","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10897475","ALCALDÍA DE POPAYÁN","PRESTAR SERVICIOS PROFESIONALES PARA APOYAR LA ATENCION Y ORIENTACION A USUARIOS Y LAS ACCIONES Y PROCEDIMIENTOS REQUERIDOS EN LA COMISARIA DE FAMILIA  EN EL MARCO DE EJECUCIÓN DEL PROYECTO DENOMINADO;  FORTALECIMIENTO DE LA CASA DE JUSTICIA  INSPECCIONES DE POLICÍA Y COMISARIAS DE FAMILIA AL SERVICIO DE LA COMUNIDAD EN EL MUNICIPIO DE POPAYÁN","16000000","Popayán","Aprobado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756616","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10901481","GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION","PRESTAR LOS SERVICIOS COMO PROFESIONAL DE LA SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL EN EL MARCO DEL PROYECTO DENOMINADO  MEJORAMIENTO DE LA GESTIÓN ESCOLAR EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DE LOS MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL   VALLE DEL CAUCA .","6000000","Cali","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756458","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10899200","ALCALDÍA DE POPAYÁN","PRESTAR SERVICIOS DE APOYO A LA GESTION ADMINISTRATIVA DESDE SU AREA DE CONOCIMIENTO EN LAS DIFERENTES ACTIVIDADES DE GESTION DOCUMENTAL Y LAS DEMAS REQUERIDAS POR LA SECRETARIA DE GOBIERNO Y PARTICIPACION COMUNITARIA DEL MUNICIPIO DE POPAYAN  DENTRO DEL PROYECTO DENOMINADO FORTALECIMIENTO DE LOS SERVICIOS DE PROTECCIÓN  ATENCIÓN Y GARANTÍA DE LOS DERECHOS DE LAS NIÑAS  NIÑOS Y ADOLESCENTES (NNA) Y SUS FAMILIAS EN EL MUNICIPIO DE POPAYÁN","20000000","Popayán","Aprobado","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10901731","MUNICIPIO DE PEREIRA- OFICIAL","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA DESARROLLAR ACTIVIDADES RELACIONADAS CON EL SOPORTE JURÍDICO TENDIENTES A LA EJECUCIÓN DEL CONTROL VIGILANCIA Y RECUPERACIÓN DEL ESPACIO PÚBLICO POR OCUPACIÓN INDEBIDA EN EL MUNICIPIO DE PEREIRA","7600000","Pereira","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756613","2026-08-23T13:57:43.639Z"
"gmas","CO1.REQ.10903357","HOSPITAL NIVEL 1 PUERTO RICO","PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO AUXILIAR DE ENFERMERÍA PARA EL AREA DE URGENCIAS DE LA ESE HOSPITAL NIVEL I PUERTO RICO","6878000","Puerto Rico","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10758039","2026-08-24T15:12:21.372Z"
"gmas","CO1.REQ.10903606","MUNICIPIO DE PEREIRA- OFICIAL","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA DESARROLLAR ACTIVIDADES RELACIONADAS CON EL CONTROL DEL COMERCIO FORMAL QUE ADELANTA LA OFICINA DE CONTROL Y VIGILANCIA EN EL MUNICIPIO DE PEREIRA","7600000","Pereira","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10757652","2026-08-24T15:12:21.372Z"
"gmas","CO1.REQ.10904834","HOSPITAL DEPARTAMENTAL SAN ANTONIO DE VILLAMARIA ESE","PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA DE MANERA INTEGRAL PARA EL PLAN DE INTERVENCIONES COLECTIVAS (PIC)  DE ACUERDO CON LAS OBLIGACIONES ESPECIFICAS QUE SE ASIGNEN  CON PLENA AUTONOMIA Y POR SU CUENTA Y RIESGO CON SUJECION A LAS NORMAS DE LA SALUD QUE EXISTEN EN COLOMBIA","5000000","Villamaría","Aprobado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10759332","2026-08-25T15:27:57.371Z"
"gmas","CO1.REQ.10904836","ESTABLECIMIENTO PUBLICO AMBIENTAL DE CARTAGENA","Prestación de servicios de apoyo a la gestión en la Subdirección Administrativa y Financiera en el marco del proyecto FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL Y ORGANIZACIONAL DEL ESTABLECIMIENTO PÚBLICO AMBIENTAL DE CARTAGENA","14000000","No Definido","Seleccionado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10759331","2026-08-25T15:27:57.371Z"
"gmas","CO1.REQ.10904774","EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA - ACTIVA","Prestación de servicios de apoyo a la gestión para la ejecución operativa de las actividades de presupuesto participativo programadas en los diferentes territorios de Medellín  con cargo a los recursos del contrato interadministrativo 4600108020 de 2026 suscrito con el Distrito Especial de Ciencia  Tecnología e Innovación de Medellín -Secretaría de Paz y Derechos Humanos","14186667","Medellín","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10759044","2026-08-25T15:27:57.371Z"
"gmas","CO1.REQ.10904773","UNIVERSIDAD DEL VALLE","Prestar servicios profesionales para apoyar a la Dirección de la Escuela y a la Dirección de Posgrados de la Escuela de Ingeniería Eléctrica y Electrónica en el análisis  estructuración y gestión de propuestas de programas y proyectos de consultoría y educación continua; así como en las actividades de promoción  seguimiento a aspirantes y gestión documental asociadas a los programas de posgrado","16200000","No Definido","Aprobado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10758984","2026-08-25T15:27:57.371Z"
"gmas","CO1.REQ.10920172","UAEPA2","Prestar servicios profesionales en temas tenientes a la salud en el trabajo para fortalecer las acciones para la atención integral del bienestar animal segun ficha BP 26005414","11841000","Cali","Aprobado","UNSPSC: V1.8011","https://community.secop.gov.co/STS/Users/Login/Index","2026-08-28T21:50:52.712Z"
"gmas","CO1.REQ.10947352","EMPRESA SOCIAL DEL ESTADO HOSPITAL CUMBAL","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES EN PSICOLOGÍA  ORIENTADO A LA ATENCIÓN INTEGRAL EN SALUD MENTAL  EL APOYO A LOS PROCESOS ASISTENCIALES Y COMUNITARIOS EN LAS DIFERENTES ÁREAS DEFINIDAS POR LA ENTIDAD  ASÍ COMO AL DESARROLLO DE ACCIONES DE PROMOCIÓN DE LA SALUD MENTAL  PREVENCIÓN DE LA ENFERMEDAD Y GESTIÓN EN SALUD PÚBLICA  EN EL MARCO DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS (PIC)  LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD (APS) Y DEMÁS LINEAMIENTOS TERRITORIALES","7000000","Cumbal","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10801623","2026-08-31T13:02:31.227Z"
"gmas","CO1.REQ.10947512","ESE HOSPITAL LOCAL SABANAS DE SAN ANGEL /","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA REPRESENTACIÓN  ASESORÍA  ACOMPAÑAMIENTO Y DEFENSA DE LOS INTERESES JURÍDICOS DE LA ESE HOSPITAL SABANAS DE SAN ANGEL","3500000","Sabanas De San Angel","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10801622","2026-08-31T13:02:31.227Z"
"gmas","CO1.REQ.10948263","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA LUCIA","CONTRATO LABORAL PARA APOYAR LOS SERVICIOS DE SALUD PARA EL FORTALECIMIENTO DE LA ATENCIÓN PRIMARIA Y EL SERVICIO DE TRASLADOASISTENCIAL DE PACIENTES MEDIANTE EL USO DE AMBULANCIA EN ELCENTRO POBLADO DE SANTA ELENA  CEDRO Y SU ÁREA DE INFLUENCIA SEGÚN CONTRATO INTERADMINISTRATIVO N.0 002 DEL 20 DE ENERO DEL 2026 CON EL MUNICIPIO DE RONCESVALLES.","6360600","No Definido","Publicado","UNSPSC: V1.8011","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10802327","2026-09-01T13:04:02.032Z"
